sold by,publisher.type,genre,avg.review,daily.sales,total.reviews,sale.price
"Amazon Digital Services,  Inc.",indie,non_fiction,3.48,93.33,86,9.92
"Amazon Digital Services,  Inc.",single author,fiction,3.5,112.76,200,6.12
Random House LLC,big five,fiction,4.34,82,158,4.61
"Amazon Digital Services,  Inc.",small/medium,fiction,4.23,134.3,178,7.89
Penguin Group (USA) LLC,big five,childrens,4.32,47.45,130,12.36
"Amazon Digital Services,  Inc.",single author,childrens,4.33,68.79,77,10.89
"Amazon Digital Services,  Inc.",small/medium,fiction,4.56,124.42,124,4.09
Random House LLC,big five,childrens,4.21,35.43,68,11.36
Macmillan,big five,non_fiction,4.54,70.85,125,6.81
"Amazon Digital Services,  Inc.",small/medium,childrens,4.3,81.62,123,11.18
Macmillan,big five,childrens,2.48,45.77,102,9.28
"Amazon Digital Services,  Inc.",indie,childrens,0,70.98,0,5.84
"Amazon Digital Services,  Inc.",small/medium,childrens,2.82,43.44,102,10.76
"Amazon Digital Services,  Inc.",indie,fiction,4.23,173.98,209,8.52
"Amazon Digital Services,  Inc.",small/medium,childrens,3.78,69.36,90,11.32
HarperCollins Publishing,big five,fiction,4.84,110.6,202,8.08
Random House LLC,big five,childrens,3.48,71.1,111,4.99
"Amazon Digital Services,  Inc.",indie,fiction,4.71,102.24,147,7.17
"Amazon Digital Services,  Inc.",indie,non_fiction,3.75,54.96,106,6.99
"Amazon Digital Services,  Inc.",single author,fiction,4.77,109.44,181,9.75
Random House LLC,big five,childrens,2.48,55.66,98,9.71
"Amazon Digital Services,  Inc.",single author,childrens,4.5,20.66,74,10.93
"Amazon Digital Services,  Inc.",small/medium,childrens,4.6,43.8,76,10.05
"Amazon Digital Services,  Inc.",small/medium,fiction,4.4,95.81,164,7.29
Penguin Group (USA) LLC,big five,childrens,4.3,67.74,90,11.64
Random House LLC,big five,non_fiction,3.88,91.11,93,6.83
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.36,101.24,134,7.54
Penguin Group (USA) LLC,big five,fiction,4.11,88.53,168,8.82
"Amazon Digital Services,  Inc.",indie,non_fiction,4.07,90.01,131,9.27
"Amazon Digital Services,  Inc.",small/medium,fiction,4.19,101.22,150,10.38
Macmillan,big five,childrens,3.86,45.21,79,10.14
"Amazon Digital Services,  Inc.",small/medium,fiction,4.48,100.25,203,11.01
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.42,91.61,114,3.8
"Amazon Digital Services,  Inc.",indie,childrens,4.12,63.64999999999999,123,9.42
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.57,48.47,132,8.15
"Amazon Digital Services,  Inc.",single author,childrens,4.8,40.63,91,7.57
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.5,100.73,145,8.09
Penguin Group (USA) LLC,big five,non_fiction,4.78,88.38,113,7.41
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.55,75.17,123,7.74
"Amazon Digital Services,  Inc.",indie,non_fiction,4.46,53.97,125,7.65
"Amazon Digital Services,  Inc.",indie,childrens,4.98,74.58,89,11.56
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.81,100.56,140,10.75
Penguin Group (USA) LLC,big five,childrens,4.8,72.68,89,7.96
Hachette Book Group,big five,childrens,4.27,37.09,82,8.63
Penguin Group (USA) LLC,big five,childrens,4.53,57.34,111,7.53
Penguin Group (USA) LLC,big five,non_fiction,4.57,51.96,113,4.84
DC Comics,small/medium,fiction,4.43,155.59,158,4.64
HarperCollins Publishers,big five,fiction,3.66,119.22,185,8.05
"Amazon Digital Services,  Inc.",single author,childrens,4.19,69.67,111,6.18
"Amazon Digital Services,  Inc.",small/medium,fiction,4.11,72.09,154,7.18
"Amazon Digital Services,  Inc.",indie,non_fiction,4.52,99.16,121,3.71
Penguin Group (USA) LLC,big five,non_fiction,4.51,75.67,160,8.31
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.25,78.73,172,9.06
"Amazon Digital Services,  Inc.",indie,fiction,3.5,115.14,199,9.97
"Amazon Digital Services,  Inc.",single author,fiction,4.7,77.66,150,6.26
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.72,79.03,96,6.8
"Amazon Digital Services,  Inc.",indie,fiction,4.88,120.04,172,8.1
Random House LLC,big five,childrens,4.48,58.12,78,8.79
HarperCollins Publishing,big five,fiction,4.51,121.89,236,7.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.33,72.05,127,7.15
"Amazon Digital Services,  Inc.",small/medium,fiction,4.16,85.83,135,12.01
"Amazon Digital Services,  Inc.",small/medium,childrens,4.56,60.48,109,8.45
Hachette Book Group,big five,childrens,4.33,50.82,103,10.34
Penguin Group (USA) LLC,big five,fiction,4.1,98.39,161,5.59
Random House LLC,big five,non_fiction,4.59,66.87,133,7.2
"Amazon Digital Services,  Inc.",single author,fiction,4.17,93.44,163,9.21
"Amazon Digital Services,  Inc.",small/medium,fiction,4.66,71.86,159,8.05
Simon and Schuster Digital Sales Inc,big five,fiction,4.45,98.96,157,7.04
"Amazon Digital Services,  Inc.",indie,childrens,4.04,49.09,88,13.96
"Amazon Digital Services,  Inc.",single author,non_fiction,4.71,80.96,149,5.27
"Amazon Digital Services,  Inc.",small/medium,childrens,4.33,43.06,99,11.15
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.73,60.85,112,8.39
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.57,78.77,97,5.22
"Amazon Digital Services,  Inc.",single author,childrens,4.78,44.81,92,5.77
"Amazon Digital Services,  Inc.",small/medium,fiction,3.29,78.36,153,8.33
"Amazon Digital Services,  Inc.",small/medium,childrens,4.72,52.56,120,9.62
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.16,64.12,124,9.68
"Amazon Digital Services,  Inc.",small/medium,childrens,4.01,67.52,134,9.79
Hachette Book Group,big five,fiction,4.79,98.22,182,4.47
"Amazon Digital Services,  Inc.",small/medium,fiction,4.36,101.67,151,8.02
"Amazon Digital Services,  Inc.",indie,childrens,4.59,54.8,103,13.4
"Amazon Digital Services,  Inc.",single author,childrens,4.26,63.47999999999999,111,9.75
"Amazon Digital Services,  Inc.",indie,childrens,4.8,72.52,74,9.81
"Amazon Digital Services,  Inc.",small/medium,childrens,4.77,25.02,64,10.85
Penguin Group (USA) LLC,big five,childrens,4.07,31,90,11.58
"Amazon Digital Services,  Inc.",single author,non_fiction,0,69.87,0,9.63
"Amazon Digital Services,  Inc.",small/medium,childrens,4.33,79.37,105,8.73
"Amazon Digital Services,  Inc.",small/medium,childrens,4.56,57.39,117,10.17
"Amazon Digital Services,  Inc.",small/medium,childrens,4.44,56.29,90,11.12
Penguin Group (USA) LLC,big five,childrens,4.66,71.12,117,7.25
"Amazon Digital Services,  Inc.",indie,fiction,4.2,136.39,144,7.56
"Amazon Digital Services,  Inc.",indie,non_fiction,4.3,80.57,105,6.89
Simon and Schuster Digital Sales Inc,big five,childrens,4.73,56.55,101,9.44
Random House LLC,big five,childrens,4.56,54.93,96,10.12
Macmillan,big five,non_fiction,4.45,52.57,100,6.36
"Amazon Digital Services,  Inc.",single author,non_fiction,4.15,45.05,121,9.73
"Amazon Digital Services,  Inc.",indie,non_fiction,4.43,70.08,132,7.07
"Amazon Digital Services,  Inc.",indie,fiction,4.65,164.23,181,10.94
HarperCollins Publishing,big five,fiction,4.48,156.95,212,7.1
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.45,93.36,150,5.68
"Amazon Digital Services,  Inc.",indie,non_fiction,4.69,78.89,117,7.66
"Amazon Digital Services,  Inc.",small/medium,fiction,3.78,60.25,183,6.35
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.35,69.63,144,5.16
"Amazon Digital Services,  Inc.",small/medium,childrens,3,48.9,49,11.34
"Amazon Digital Services,  Inc.",indie,childrens,3.88,39.66,111,9.6
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.33,74.79,149,7.62
DC Comics,small/medium,fiction,4.93,98.43,171,10.07
HarperCollins Publishers,big five,childrens,4.43,60.02,127,8.36
"Amazon Digital Services,  Inc.",indie,fiction,4.96,82.6,185,10.8
Hachette Book Group,big five,fiction,4.12,47.85,160,10.2
Penguin Group (USA) LLC,big five,childrens,4.04,55.09,99,8.82
"Amazon Digital Services,  Inc.",small/medium,childrens,4.51,37.36,97,10.07
"Amazon Digital Services,  Inc.",single author,fiction,4.38,83.01,152,10.43
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.54,58.36,126,7.16
"Amazon Digital Services,  Inc.",small/medium,fiction,3.73,64.2,192,4.07
"Amazon Digital Services,  Inc.",indie,childrens,4.71,57.84,72,9.76
"Amazon Digital Services,  Inc.",indie,fiction,4.8,109.22,177,8.79
"Amazon Digital Services,  Inc.",small/medium,childrens,4.3,71.66,132,10.4
"Amazon Digital Services,  Inc.",single author,non_fiction,4.62,105.11,154,10.82
"Amazon Digital Services,  Inc.",single author,fiction,4.41,118.35,136,6.43
"Amazon Digital Services,  Inc.",single author,fiction,3.75,91.95,175,7.41
"Amazon Digital Services,  Inc.",small/medium,fiction,4.5,117.21,158,7.39
"Amazon Digital Services,  Inc.",single author,childrens,4.32,66.05,118,9
"Amazon Digital Services,  Inc.",small/medium,childrens,4.93,65.58,91,9.82
Macmillan,big five,childrens,4.38,39.22,117,9.76
"Amazon Digital Services,  Inc.",single author,non_fiction,4.05,71.29,121,6.69
Hachette Book Group,big five,childrens,4.66,53.45,115,10.61
"Amazon Digital Services,  Inc.",small/medium,fiction,4.31,146.68,205,9.23
"Amazon Digital Services,  Inc.",indie,non_fiction,4.21,65.52,121,4.48
"Amazon Digital Services,  Inc.",indie,childrens,4.24,61.89,108,8.75
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.1,64.71,121,10.64
"Amazon Digital Services,  Inc.",single author,childrens,4.53,88.38,122,11.04
"Amazon Digital Services,  Inc.",single author,non_fiction,4.26,56.52,140,10.24
Random House LLC,big five,fiction,4.57,145.67,168,8.21
"Amazon Digital Services,  Inc.",single author,fiction,4.27,93.3,167,8.07
"Amazon Digital Services,  Inc.",small/medium,fiction,4.52,111.53,185,9.42
Penguin Group (USA) LLC,big five,non_fiction,4.75,36.55,79,11.03
Macmillan,big five,non_fiction,3.85,85.84,113,8.11
"Amazon Digital Services,  Inc.",amazon,fiction,3.8,170.88,196,9.06
Hachette Book Group,big five,childrens,4.23,47.95,77,8.91
Random House LLC,big five,non_fiction,4.15,58.95,97,6.25
Penguin Group (USA) LLC,big five,non_fiction,3.76,5.5,120,9.52
"Amazon Digital Services,  Inc.",indie,childrens,4.2,54.93,87,7.67
"Amazon Digital Services,  Inc.",indie,childrens,4.75,56.62,127,9.22
"Amazon Digital Services,  Inc.",indie,non_fiction,4.78,48.2,136,11.64
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.54,86.32,98,8.69
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.16,64.67,71,9.37
"Amazon Digital Services,  Inc.",indie,fiction,4.69,68.75,161,3.54
"Amazon Digital Services,  Inc.",single author,non_fiction,4.22,84.17,140,5.48
HarperCollins Publishers,big five,childrens,4.4,61.6,65,9.16
"Amazon Digital Services,  Inc.",small/medium,fiction,4.17,129.42,201,10.28
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.87,80.33,142,8.34
"Amazon Digital Services,  Inc.",single author,fiction,4.65,80.87,166,9.86
"Amazon Digital Services,  Inc.",small/medium,fiction,4.21,61.63,189,7.96
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.62,86.86,134,8.05
"Amazon Digital Services,  Inc.",small/medium,childrens,3.98,68.65,137,7.39
"Amazon Digital Services,  Inc.",small/medium,fiction,4.02,79.15,171,8.01
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.73,40.19,115,7.84
Random House LLC,big five,non_fiction,4.78,68.26,89,9.82
"Amazon Digital Services,  Inc.",indie,fiction,4.23,57.55,174,8.42
Simon and Schuster Digital Sales Inc,big five,fiction,4.23,81.45,198,7.39
Random House LLC,big five,fiction,4.28,142.89,193,9.49
"Amazon Digital Services,  Inc.",indie,fiction,3.86,69.51,167,7.39
"Amazon Digital Services,  Inc.",small/medium,childrens,4.51,69.64,117,8.94
"Amazon Digital Services,  Inc.",indie,non_fiction,3.94,61.93,155,6.19
"Amazon Digital Services,  Inc.",small/medium,childrens,4.27,67.55,81,13.22
"Amazon Digital Services,  Inc.",small/medium,childrens,3.5,64.49,103,11.9
"Amazon Digital Services,  Inc.",small/medium,childrens,4.15,36.82,61,11.27
"Amazon Digital Services,  Inc.",single author,fiction,4.49,93.5,138,13.37
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.28,75.6,115,4.45
"Amazon Digital Services,  Inc.",small/medium,fiction,3.93,115.06,141,8.63
"Amazon Digital Services,  Inc.",indie,childrens,4.14,48.18,99,8.71
"Amazon Digital Services,  Inc.",small/medium,fiction,4.09,87.42,176,9.47
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.62,63.84,113,10.29
Hachette Book Group,big five,non_fiction,3.9,81.29,117,6.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.38,47.2,116,10.27
Penguin Group (USA) LLC,big five,non_fiction,4.65,105.93,135,8.71
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.85,79.81,138,10.7
"Amazon Digital Services,  Inc.",small/medium,childrens,4.71,37.62,71,10.58
HarperCollins Publishers,big five,fiction,4.36,92.35,176,3.93
"Amazon Digital Services,  Inc.",small/medium,childrens,3.88,57.52,83,12
HarperCollins Publishers,big five,non_fiction,4.5,40.55,94,9.2
"Amazon Digital Services,  Inc.",small/medium,fiction,4.98,161.84,148,8.03
HarperCollins Publishing,big five,fiction,4.84,41.05,137,6.16
"Amazon Digital Services,  Inc.",indie,non_fiction,3,83.49,115,6.68
HarperCollins Publishers,big five,non_fiction,4.2,56.16,153,5.92
Hachette Book Group,big five,childrens,3.5,80.11,134,9.23
Hachette Book Group,big five,non_fiction,4.38,70.35,106,6.45
"Amazon Digital Services,  Inc.",small/medium,fiction,4.32,130.13,147,7.86
"Amazon Digital Services,  Inc.",single author,childrens,4.28,52.37,104,12.41
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.27,71.31,127,9.9
"Amazon Digital Services,  Inc.",indie,non_fiction,3.97,92.05,125,4.79
HarperCollins Publishers,big five,non_fiction,4.77,102.67,133,7.02
Random House LLC,big five,childrens,4.75,71.94,101,10.93
"Amazon Digital Services,  Inc.",small/medium,fiction,3.79,109.15,170,9.46
"Amazon Digital Services,  Inc.",indie,childrens,4.3,61.45,76,8.86
"Amazon Digital Services,  Inc.",small/medium,fiction,4.31,55.12,152,7.68
"Amazon Digital Services,  Inc.",small/medium,fiction,4.3,78.32,159,10.86
"Amazon Digital Services,  Inc.",small/medium,fiction,4.83,70.56,122,8.82
"Amazon Digital Services,  Inc.",indie,childrens,4.11,37.2,119,11.93
"Amazon Digital Services,  Inc.",single author,childrens,4.75,43.05,71,11.64
"Amazon Digital Services,  Inc.",indie,childrens,4.2,76.21,103,9.93
"Amazon Digital Services,  Inc.",small/medium,fiction,4.12,75.98,174,10.74
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.62,53.84,113,6.1
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.82,75.75,93,8.31
Simon and Schuster Digital Sales Inc,big five,fiction,4.01,117.83,172,8.94
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.66,87.68,110,9.55
"Amazon Digital Services,  Inc.",single author,fiction,3.52,99.48,150,8.06
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.05,118.53,125,7.61
"Amazon Digital Services,  Inc.",indie,fiction,3.79,52.45,169,12.19
"Amazon Digital Services,  Inc.",small/medium,fiction,4.76,136.17,199,7.23
"Amazon Digital Services,  Inc.",small/medium,childrens,4.75,50.44,68,7.15
"Amazon Digital Services,  Inc.",single author,non_fiction,4.32,80.75,93,9.87
Random House LLC,big five,non_fiction,4.43,81.51,122,10.85
"Amazon Digital Services,  Inc.",indie,non_fiction,4.12,54.82,98,10.97
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.38,70.89,125,8.56
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.23,116.29,122,8.8
"Amazon Digital Services,  Inc.",indie,fiction,3.98,58.4,141,8.47
"Amazon Digital Services,  Inc.",indie,non_fiction,4.66,112.8,135,9.1
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.95,102.83,132,6.7
"Amazon Digital Services,  Inc.",single author,non_fiction,4.48,60.4,114,7.28
Random House LLC,big five,childrens,3.88,78.9,133,7.45
"Amazon Digital Services,  Inc.",small/medium,childrens,4.02,39.52,110,8.9
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.91,106.78,128,4.54
Macmillan,big five,non_fiction,4.64,79.18,151,6.93
"Amazon Digital Services,  Inc.",indie,childrens,4.38,78.62,115,11.53
HarperCollins Publishers,big five,non_fiction,4.83,71.41,117,7.39
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.94,107.63,152,7.05
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.84,83.4,100,9.44
"Amazon Digital Services,  Inc.",small/medium,fiction,4.23,155.63,194,10.33
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.86,72.13,135,5.81
"Amazon Digital Services,  Inc.",small/medium,fiction,3.25,93.34,188,7.59
"Amazon Digital Services,  Inc.",indie,non_fiction,4.57,82.57,136,9.48
"Amazon Digital Services,  Inc.",small/medium,childrens,4.64,55.03,59,10.78
Penguin Group (USA) LLC,big five,childrens,4.73,80.56,125,10.4
Random House LLC,big five,childrens,4.07,73.7,76,10.07
"Amazon Digital Services,  Inc.",small/medium,fiction,4.37,120.46,191,7.92
"Amazon Digital Services,  Inc.",indie,fiction,4.16,108.55,164,8.13
"Amazon Digital Services,  Inc.",indie,childrens,4.66,54.37,105,7.44
"Amazon Digital Services,  Inc.",indie,non_fiction,4.65,82.53,146,7.4
Random House LLC,big five,non_fiction,4.87,63.1,115,7.93
"Amazon Digital Services,  Inc.",small/medium,fiction,3.94,155.07,208,9.38
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.82,101.97,144,7.57
HarperCollins Publishers,big five,non_fiction,4.25,52.67,100,8.9
"Amazon Digital Services,  Inc.",small/medium,fiction,4.48,112.71,183,7.73
"Amazon Digital Services,  Inc.",single author,childrens,4.45,51.42,71,5.88
"Amazon Digital Services,  Inc.",indie,fiction,4.02,146.21,191,9.59
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.21,52.96,93,8.82
"Amazon Digital Services,  Inc.",single author,non_fiction,4.21,76.82,89,7.99
DC Comics,small/medium,childrens,4.16,87.27,108,8.55
"Amazon Digital Services,  Inc.",small/medium,fiction,4.15,139.18,159,9.6
Random House LLC,big five,non_fiction,4.32,52.58,129,6.68
"Amazon Digital Services,  Inc.",single author,non_fiction,4.52,85.83,165,7.83
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.71,88.95,85,8.49
Macmillan,big five,fiction,4.31,83.15,162,7.02
"Amazon Digital Services,  Inc.",small/medium,fiction,4.4,141.16,157,10.05
"Amazon Digital Services,  Inc.",small/medium,fiction,4.16,88.3,197,11.27
HarperCollins Christian Publishing,big five,non_fiction,4.63,25.92,101,10.39
"Amazon Digital Services,  Inc.",single author,fiction,3.4,102.03,150,5.66
Macmillan,big five,non_fiction,4.76,59.12,109,9.87
"Amazon Digital Services,  Inc.",indie,fiction,4.21,119.17,174,9.19
"Amazon Digital Services,  Inc.",indie,fiction,4.4,125.8,153,5.88
"Amazon Digital Services,  Inc.",single author,childrens,4.75,34.59,93,10.54
Simon and Schuster Digital Sales Inc,big five,childrens,4.17,40.74,87,11.72
"Amazon Digital Services,  Inc.",small/medium,childrens,4.59,52.22,103,10.16
"Amazon Digital Services,  Inc.",small/medium,fiction,4.2,89.25,171,5.33
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.4,63.37,135,8.05
Simon and Schuster Digital Sales Inc,big five,fiction,4.54,94.65,168,9.59
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.2,84.51,127,2.49
Simon and Schuster Digital Sales Inc,big five,childrens,3.7,69.62,106,7.59
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.47,54.6,124,9.61
"Amazon Digital Services,  Inc.",indie,fiction,4.14,119.29,172,9.25
"Amazon Digital Services,  Inc.",indie,fiction,4.25,111.62,180,8.9
Penguin Group (USA) LLC,big five,non_fiction,4.52,67.37,133,4.61
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.13,86.85,114,8.99
"Amazon Digital Services,  Inc.",indie,childrens,4.9,17.22,96,13.99
Simon and Schuster Digital Sales Inc,big five,non_fiction,3.5,75.25,120,8.9
"Amazon Digital Services,  Inc.",small/medium,childrens,4.2,75.48,113,8.3
"Amazon Digital Services,  Inc.",single author,fiction,4.98,128.11,201,7.22
"Amazon Digital Services,  Inc.",small/medium,childrens,4.33,54.17,96,12.28
"Amazon Digital Services,  Inc.",single author,childrens,4.56,54.51,87,11.66
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.66,85.67,110,9.02
"Amazon Digital Services,  Inc.",indie,childrens,4.71,58.24,118,11.43
Penguin Group (USA) LLC,big five,non_fiction,4.75,91.1,135,7.11
"Amazon Digital Services,  Inc.",indie,fiction,4.61,65.86,155,8.94
"Amazon Digital Services,  Inc.",indie,childrens,4.74,54.81,78,10.38
Simon and Schuster Digital Sales Inc,big five,non_fiction,3.58,46.43,127,11.79
"Amazon Digital Services,  Inc.",single author,fiction,3.91,83.66,160,10.96
Penguin Group (USA) LLC,big five,fiction,4.84,69.96,172,7.41
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.4,70.33,159,6.87
"Amazon Digital Services,  Inc.",small/medium,childrens,4.59,28.75,100,13.6
HarperCollins Publishers,big five,childrens,4.21,43.03,101,8.25
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.05,53.2,89,7.91
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.32,49.74,103,6.12
"Amazon Digital Services,  Inc.",small/medium,fiction,4.57,95.33,169,10.6
Penguin Group (USA) LLC,big five,childrens,4.66,79.37,110,11.43
HarperCollins Publishers,big five,fiction,2.21,141.56,154,8.45
Penguin Group (USA) LLC,big five,fiction,4.4,101.62,176,8.51
Simon and Schuster Digital Sales Inc,big five,childrens,4.69,23.67,97,9.66
"Amazon Digital Services,  Inc.",small/medium,fiction,2.03,114.62,167,3.13
HarperCollins Publishing,big five,non_fiction,4.5,83.29,110,11.19
"Amazon Digital Services,  Inc.",small/medium,fiction,4.5,98.21,156,8.66
"Amazon Digital Services,  Inc.",indie,non_fiction,4.83,111.75,154,4.25
Simon and Schuster Digital Sales Inc,big five,childrens,4.41,49.19,83,9.13
DC Comics,small/medium,fiction,4.39,85.74,156,8.14
"Amazon Digital Services,  Inc.",small/medium,childrens,4.37,46.75,80,8.61
"Amazon Digital Services,  Inc.",small/medium,childrens,4.08,61.3,116,6.94
"Amazon Digital Services,  Inc.",small/medium,fiction,4.09,136.97,165,9.02
Penguin Group (USA) LLC,big five,fiction,4.53,81.44,218,9.48
Penguin Group (USA) LLC,big five,non_fiction,4.16,54.85,116,7.82
DC Comics,small/medium,fiction,4.05,128.31,175,9.23
"Amazon Digital Services,  Inc.",small/medium,fiction,3.5,160.3,182,9.58
"Amazon Digital Services,  Inc.",small/medium,childrens,3.5,53.5,130,10.46
"Amazon Digital Services,  Inc.",single author,childrens,4.32,44.47,98,2.53
"Amazon Digital Services,  Inc.",indie,non_fiction,4.64,63.17,118,6.35
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.65,93.74,140,5.34
Macmillan,big five,fiction,4.26,89.5,177,14.17
"Amazon Digital Services,  Inc.",small/medium,non_fiction,2,48.97,132,10.62
"Amazon Digital Services,  Inc.",single author,fiction,3.48,84.42,182,8.32
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.46,57.67,111,8.27
"Amazon Digital Services,  Inc.",indie,non_fiction,4.88,94.88,129,3.78
"Amazon Digital Services,  Inc.",small/medium,childrens,4.83,36.74,112,11.07
Macmillan,big five,childrens,4.9,57.07,74,7.26
"Amazon Digital Services,  Inc.",indie,non_fiction,4.47,94.48,123,8.06
Random House LLC,big five,non_fiction,4.31,105.73,121,3.92
"Amazon Digital Services,  Inc.",small/medium,childrens,4.32,56.09,100,9.29
"Amazon Digital Services,  Inc.",single author,childrens,4.86,72.6,134,8.14
"Amazon Digital Services,  Inc.",small/medium,fiction,4.65,93.72,195,9.05
"Amazon Digital Services,  Inc.",small/medium,fiction,4.37,86.35,188,10.74
Simon and Schuster Digital Sales Inc,big five,childrens,4.58,65.94,120,7.33
HarperCollins Publishers,big five,fiction,4.87,107.24,156,9.51
Random House LLC,big five,non_fiction,4.28,64.99,140,9.26
Simon and Schuster Digital Sales Inc,big five,fiction,4.98,133.01,183,8.6
"Amazon Digital Services,  Inc.",small/medium,fiction,3.98,61.71,156,7.75
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.51,77.59,168,7.14
"Amazon Digital Services,  Inc.",small/medium,childrens,4.14,49.64,91,11.47
"Amazon Digital Services,  Inc.",single author,fiction,4.23,130.99,188,7.37
"Amazon Digital Services,  Inc.",small/medium,childrens,4.57,65.06,129,7.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.81,100.45,163,9.23
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.3,104.38,110,8.97
"Amazon Digital Services,  Inc.",amazon,non_fiction,4.45,82.06,120,9
"Amazon Digital Services,  Inc.",small/medium,childrens,4.22,81.35,105,12.05
"Amazon Digital Services,  Inc.",indie,fiction,4.13,119.98,181,5.13
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.25,94.65,118,5.41
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.57,92.04,143,14.44
"Amazon Digital Services,  Inc.",single author,childrens,4.46,66.13,127,10.24
"Amazon Digital Services,  Inc.",single author,childrens,4.34,43.73,100,14.91
Random House LLC,big five,non_fiction,4.4,86.15,123,5.41
Random House LLC,big five,childrens,3.5,76.42,129,6.52
Random House LLC,big five,non_fiction,4.37,59.97,105,6.15
Penguin Group (USA) LLC,big five,fiction,4.89,81.21,179,5.46
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.2,88.17,145,7.84
Hachette Book Group,big five,fiction,4.77,164.71,188,8.48
"Amazon Digital Services,  Inc.",small/medium,childrens,3.35,32.04,121,10
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.26,49.67,115,7.72
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.94,71.02,145,3.69
"Amazon Digital Services,  Inc.",small/medium,non_fiction,2.48,73.4,114,9.83
"Amazon Digital Services,  Inc.",single author,fiction,4.89,67.93,196,8.5
"Amazon Digital Services,  Inc.",amazon,fiction,4.35,110.13,155,11.04
"Amazon Digital Services,  Inc.",small/medium,childrens,4.3,67.57,79,10.57
"Amazon Digital Services,  Inc.",single author,fiction,4.53,144.76,159,5.46
"Amazon Digital Services,  Inc.",indie,non_fiction,4.72,70.61,93,9.73
"Amazon Digital Services,  Inc.",indie,fiction,4.6,63.66,164,8.43
"Amazon Digital Services,  Inc.",small/medium,childrens,4.4,92.32,98,7.23
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,61.72,143,6.33
"Amazon Digital Services,  Inc.",indie,childrens,4.21,71.19,95,6
"Amazon Digital Services,  Inc.",single author,childrens,4.66,70.84,114,6.64
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.41,67.48,155,11.38
"Amazon Digital Services,  Inc.",small/medium,childrens,4.88,59.38,79,11.19
